# slice# index_from index_below freq (GHz)
1096 178427 178591 354.8
1097 178591 178754 354.85
1098 178754 178916 354.9
1099 178916 179080 354.95
1100 179080 179242 355.0
1101 179242 179405 355.05
1102 179405 179568 355.1
1103 179568 179731 355.15
1104 179731 179893 355.2
1105 179893 180056 355.25
1106 180056 180218 355.3
1107 180218 180381 355.35
1108 180381 180543 355.4
1109 180543 180707 355.45
1110 180707 180870 355.5
1111 180870 181032 355.55
1112 181032 181195 355.6
1113 181195 181358 355.65
1114 181358 181520 355.7
1115 181520 181683 355.75
1116 181683 181846 355.8
1117 181846 182008 355.85
1118 182008 182171 355.9
1119 182171 182334 355.95
1120 182334 182497 356.0
1121 182497 182659 356.05
1122 182659 182823 356.1
1123 182823 182986 356.15
1124 182986 183148 356.2
1125 183148 183311 356.25
1126 183311 183473 356.3
1127 183473 183637 356.35
1128 183637 183800 356.4
1129 183800 183962 356.45
1130 183962 184125 356.5
1131 184125 184288 356.55
1132 184288 184450 356.6
1133 184450 184613 356.65
1134 184613 184775 356.7
1135 184775 184938 356.75
1136 184938 185100 356.8
1137 185100 185263 356.85
1138 185263 185426 356.9
1139 185426 185589 356.95
1140 185589 185751 357.0
1141 185751 185914 357.05
1142 185914 186077 357.1
1143 186077 186240 357.15
1144 186240 186402 357.2
1145 186402 186565 357.25
1146 186565 186727 357.3
1147 186727 186890 357.35
1148 186890 187053 357.4
1149 187053 187215 357.45
